utterance,label,intent
disable all alarms set for today,1,alarm_remove
olly cancel alarms,1,alarm_remove
snooze all today's alarms permanently,1,alarm_remove
remove my work alarm,1,alarm_remove
one pm removed,1,alarm_remove
olly cancel yoga alarms,1,alarm_remove
do not wake me up on weekends,1,alarm_remove
remove wake up calls for this week,1,alarm_remove
cancel my alarm for tomorrow morning,1,alarm_remove
reset the alarm,1,alarm_remove
remove tomorrow's alarm,1,alarm_remove
remove my four am alarm,1,alarm_remove
cancel my eight am alarm,1,alarm_remove
delete the meeting alarm at two pm on tuesday,1,alarm_remove
please remove this alarm,1,alarm_remove
remove six am alarm of whole week for future,1,alarm_remove
twelve am removed,1,alarm_remove
cancel my three pm alarm,1,alarm_remove
please remove the alarm which i set for today morning,1,alarm_remove
cancel alarm for tomorrow,1,alarm_remove
remove number three alarm of list,1,alarm_remove
cancel wake up calls for this week,1,alarm_remove
please remove the the alarm which i set,1,alarm_remove
get rid of my current alarms,1,alarm_remove
please remove the alarm that is set for weekdays at nine,1,alarm_remove
remove tuesday alarm of nine am,1,alarm_remove
get rid of my eight am alarm,1,alarm_remove
clear my nine am alarms,1,alarm_remove
remove alarm of six am on tuesday,1,alarm_remove
turn off all of my alarms,1,alarm_remove
get rid of my wake up alarm set for saturday,1,alarm_remove
disable alarm for three pm,1,alarm_remove
remove set alarm,1,alarm_remove
remove the alarm set for ten pm,1,alarm_remove
remove all alarm of sunday,1,alarm_remove
do not wake me up tomorrow,1,alarm_remove
please remove the alarm set for wednesday called kickball,1,alarm_remove
forget alarm,1,alarm_remove
set off this alarm,1,alarm_remove
turn off my alarm,1,alarm_remove
cancel all alarms,1,alarm_remove
remove all alarms set today,1,alarm_remove
two am removed,1,alarm_remove
take away my alarm for tomorrow at four thirty am,1,alarm_remove
turn off any morning alarms after friday,1,alarm_remove
please remove any alarms that i have set,1,alarm_remove
remove my wake up alarm,1,alarm_remove
change my alarm,1,alarm_remove
please turn off my alarm for this evening,1,alarm_remove
turn off the alarm for tomorrow morning,1,alarm_remove
change the alarm weekly settings,1,alarm_remove
remove my early alarms,1,alarm_remove
please remove my alarm,1,alarm_remove
get rid of the five pm alarm,1,alarm_remove
disable the first alarm,1,alarm_remove
i would like this alarm permanently removed,1,alarm_remove
remove all alarms if any,1,alarm_remove
i no longer need the daily five pm alarm,1,alarm_remove
remove the alarm set for four hundred am,1,alarm_remove
stop seven am alarm,1,alarm_remove
disable my three pm alarm,1,alarm_remove
remove my bedtime alarm,1,alarm_remove
turn off all alarms,1,alarm_remove
remove alarms set for tomorrow,1,alarm_remove
olly cancel all soccer practice alarms,1,alarm_remove
remove my eight pm alarm and set it to seven pm,1,alarm_remove
remove alarm if any,1,alarm_remove
cancel the alarm that is set for tomorrow at eight am,1,alarm_remove
delete the first alarm,1,alarm_remove
remove alarm,1,alarm_remove
unset all alarm which is set,1,alarm_remove
can you please remove the alarm,1,alarm_remove
cancel alarm for tenth of march two thousand seventeen,1,alarm_remove
this alarm needs to be permanently silenced,1,alarm_remove
remove the alarm for tomorrow,1,alarm_remove
i dont want any alarms,1,alarm_remove
delete my eight pm alarm,1,alarm_remove
remove finlee's bedtime alarm,1,alarm_remove
reset alarm,1,alarm_remove
remove the alarm,1,alarm_remove
remove my morning alarm,1,alarm_remove
delete my alarm for eight am,1,alarm_remove
remove my alarm for tomorrow morning,1,alarm_remove
remove seven am alarm,1,alarm_remove
cancel the alarm at four am ten pm,1,alarm_remove
turn off the alarm,1,alarm_remove
snooze,1,alarm_remove
set a alarm for the day,2,alarm_set
set an alarm for tomorrow at six in the morning,2,alarm_set
put an alarm and wake me up at six am tomorrow morning,2,alarm_set
set alarm at five am,2,alarm_set
update alarm,2,alarm_set
set new alarm on five am,2,alarm_set
please set alarm for,2,alarm_set
please arrange to wake me up at three am alarm,2,alarm_set
set the alarm for tomorrow five am,2,alarm_set
set an alarm for me at eight am,2,alarm_set
set an alarm forty minutes from now,2,alarm_set
set an alarm for me for tomorrow at seven pm,2,alarm_set
set an alarm for two pm,2,alarm_set
set an alarm for five minutes from now,2,alarm_set
set alarm for tomorrow morning at six am,2,alarm_set
i want an alarm for three today,2,alarm_set
set alarm at nine am on next sunday,2,alarm_set
set alarm for eight am,2,alarm_set
set a continuous alarm without the option to snooze for seven am please,2,alarm_set
please set an alarm for tomorrows meeting at seven am,2,alarm_set
set an alarm for eight pm,2,alarm_set
set my calendar for an alarm at five pm tuesday,2,alarm_set
turn my morning alarm on,2,alarm_set
tell me when it is five pm,2,alarm_set
two pm set,2,alarm_set
set alarm for six am tomorrow,2,alarm_set
set up an alarm clock at one pm,2,alarm_set
i need to get up at seven am,2,alarm_set
i need to get going at eight am tomorrow set up an alarm thirty minutes before that,2,alarm_set
let me know when it is ten,2,alarm_set
set the alarm for five am,2,alarm_set
set alarm of every tuesday of march month morning eight am,2,alarm_set
wake me up at six am,2,alarm_set
set a new alarm for that time,2,alarm_set
set alarm for one hour from now,2,alarm_set
schedule an alarm for next weeks dentist appointment,2,alarm_set
alarm for ten am,2,alarm_set
please we're the following alarm,2,alarm_set
set an alarm for the dance classes two hours before the classes start,2,alarm_set
set my alarm for twelve pm,2,alarm_set
wake me up at five am,2,alarm_set
set the alarm tone,2,alarm_set
olly set my alarm to go off in an hour,2,alarm_set
please wake me up at eight am,2,alarm_set
make an alarm for four pm,2,alarm_set
wake me up at four am,2,alarm_set
fix an alarm,2,alarm_set
set an alarm for seven am,2,alarm_set
set alarm for this event reminder repeating for ten times,2,alarm_set
set an alert for two pm,2,alarm_set
i need to get up at ten tomorrow,2,alarm_set
get me up at eight am,2,alarm_set
set alarm for tomorrow at two pm,2,alarm_set
please set my alarm clock for eight am,2,alarm_set
set an alarm for next tuesdays meeting,2,alarm_set
set alarm at ten am,2,alarm_set
please create a new alarm,2,alarm_set
alert me at three pm to goto the concert,2,alarm_set
make a new alarm,2,alarm_set
please set a reminder alarm for three pm on saturday,2,alarm_set
open clock,2,alarm_set
set alarm for tomorrow six am,2,alarm_set
set my alarm for tuesday at six pm,2,alarm_set
alert me at five hours,2,alarm_set
one am set,2,alarm_set
set alarm to begin,2,alarm_set
set the alarm for nine am on weekends,2,alarm_set
add an alarm for tomorrow morning at six am,2,alarm_set
please set an alarm at six am,2,alarm_set
set an alarm for tomorrow morning at eight,2,alarm_set
ring the alarm when i get home,2,alarm_set
set my alarm for time,2,alarm_set
set an alarm for ten o'clock tomorrow morning,2,alarm_set
alarm set,2,alarm_set
i want an alarm for six am everyday,2,alarm_set
add a five am alarm in place of my nine pm alarm,2,alarm_set
remind me at one thousand three hundred,2,alarm_set
alarm,2,alarm_set
make an alarm,2,alarm_set
please set alarm for all days,2,alarm_set
wake me up at seven am,2,alarm_set
is my alarm set for seven am,2,alarm_set
can you set an alarm for me,2,alarm_set
create event with alarm for meeting in two hours,2,alarm_set
set my alarm for six am tomorrow,2,alarm_set
wake me up in thirty minutes,2,alarm_set
schedule an alarm to wake me up after three hours,2,alarm_set
set an alarm,2,alarm_set
make an alarm for me at five am tomorrow,2,alarm_set
set alarm for twelve weeks from today at eight am,2,alarm_set
wake me up at time,2,alarm_set
set wake up thursday seven am,2,alarm_set
please set my alarm for five pm,2,alarm_set
get me up in half an hour,2,alarm_set
wake me up at this time,2,alarm_set
wake me up at ten,2,alarm_set
set an alarm for five hundred and thirty,2,alarm_set
put alarm at five am,2,alarm_set
wake me up on friday at five in the morning i need to catch the train,2,alarm_set
set an alarm for seven thirty am,2,alarm_set
please ring the wake up alarm at eight am next saturday,2,alarm_set
create an alarm for six am,2,alarm_set
i need an alarm set for five hundred and thirty am tomorrow,2,alarm_set
set a repeating reminder alarm for the facebook event i have to attend on seventh april,2,alarm_set
set alarm on twenty fifth may at five pm,2,alarm_set
please wake me up at seven thirty am,2,alarm_set
set an alarm for eight am,2,alarm_set
alarm five pm tuesday,2,alarm_set
wake me up at five thirty,2,alarm_set
set my alarm for eight am,2,alarm_set
set my alarm for six thirty in the morning tomorrow,2,alarm_set
set the time,2,alarm_set
i need an alarm,2,alarm_set
wake me up,2,alarm_set
i need a six am wakeup call,2,alarm_set
wake me up at five am this week,2,alarm_set
set alarm for saturday morning soccer practice at eight am,2,alarm_set
can you set my alarm for seven thirty am,2,alarm_set
set alarm at two am,2,alarm_set
please set the alarm for eight pm wednesday evening,2,alarm_set
could you please set an alarm at six am,2,alarm_set
set an alarm for four in the afternoon,2,alarm_set
set a reminder i need to wake up at five am every morning,2,alarm_set
please set an alarm at seven am tomorrow morning,2,alarm_set
create an alarm for today at ten am,2,alarm_set
i need you to set an alarm,2,alarm_set
make an alarm to help me remember,2,alarm_set
set an alarm for two hours from now,2,alarm_set
set alarm for nine am,2,alarm_set
set an alarm at six in the morning,2,alarm_set
set an alarm for two hours from now please,2,alarm_set
set an alarm at six am,2,alarm_set
place alarm at five o'clock morning,2,alarm_set
wake me up at five hundred and thirty,2,alarm_set
i want to wake up at six am tomorrow please,2,alarm_set
call me at six am,2,alarm_set
set an alarm for one hour from now,2,alarm_set
new alarm for six am,2,alarm_set
i need a reminder alarm at one,2,alarm_set
please set alarm at five pm,2,alarm_set
set an eight hundred am alarm for next tuesday,2,alarm_set
set alarm for reminder,2,alarm_set
make an alarm for three pm,2,alarm_set
the set alarm for nine pm on thursday night,2,alarm_set
please make me wake up at four am tomorrow,2,alarm_set
remind me at five pm,2,alarm_set
turn on alarm thirty minutes before liverpool started to play,2,alarm_set
set an alarm for thursday at seven pm,2,alarm_set
alarm me at eight am,2,alarm_set
wake me at seven am,2,alarm_set
set an alarm at ten tomorrow to remind me a meeting,2,alarm_set
set an alarm at six am tomorrow,2,alarm_set
i need an alarm for sunday at eight am can you please set one for me,2,alarm_set
turn on my alarm,2,alarm_set
remind me at six thirty pm,2,alarm_set
add alarm,2,alarm_set
can you set the alarm for one hundred and thirty,2,alarm_set
alarm time for twelve pm,2,alarm_set
wake me at daybreak,2,alarm_set
decrease the volume,3,audio_volume_down
lower volume to half,3,audio_volume_down
could you please lower your volume,3,audio_volume_down
turn down the speakers,3,audio_volume_down
please slow down volume of speaker,3,audio_volume_down
start the radio now on low volume,3,audio_volume_down
set the volume to low,3,audio_volume_down
lessen the speaker volume,3,audio_volume_down
please speak quieter to me,3,audio_volume_down
can you turn that down,3,audio_volume_down
please reduce the sound,3,audio_volume_down
slow the volume speaker,3,audio_volume_down
you're too loud,3,audio_volume_down
talk quieter please,3,audio_volume_down
down the volume,3,audio_volume_down
quieter,3,audio_volume_down
please change the volume low of the speakers,3,audio_volume_down
lower volume of music player,3,audio_volume_down
please turn the volume down,3,audio_volume_down
lower volume,3,audio_volume_down
decrease twenty percent,3,audio_volume_down
it's really loud can you please turn the music down,3,audio_volume_down
decrease the volume to ten,3,audio_volume_down
turn down the sound,3,audio_volume_down
down,3,audio_volume_down
turn down the volume,3,audio_volume_down
please lower the speaker volume,3,audio_volume_down
decrease speaker volume,3,audio_volume_down
i want to slow down my speaker,3,audio_volume_down
turn down volume twenty percent,3,audio_volume_down
too loud,3,audio_volume_down
turn_down speakers,3,audio_volume_down
your volume is too high please repeat that lower,3,audio_volume_down
speak quieter,3,audio_volume_down
speak softer please,3,audio_volume_down
i need the volume to be quieter,3,audio_volume_down
lower the volume ten percent,3,audio_volume_down
make the volume lower,3,audio_volume_down
slow down the speaker volume,3,audio_volume_down
lower audio,3,audio_volume_down
cut down the volume,3,audio_volume_down
decrease volume to very soft,3,audio_volume_down
low the volume,3,audio_volume_down
lower speaker volume,3,audio_volume_down
turn off the bass from the audio,3,audio_volume_down
please lower the volume,3,audio_volume_down
turn speaker volume down,3,audio_volume_down
please adjust the speakers to a lower more comfortable level,3,audio_volume_down
lower the volume on the speakers,3,audio_volume_down
please turn down the volume,3,audio_volume_down
turn the volume down,3,audio_volume_down
turn the volume down a little please,3,audio_volume_down
decrease volume,3,audio_volume_down
lower the speakers,3,audio_volume_down
lower the volume of the speakers,3,audio_volume_down
lower your volume please,3,audio_volume_down
turn down media volume,3,audio_volume_down
lower the volume,3,audio_volume_down
please decrease the volume of music player,3,audio_volume_down
lower the volume please,3,audio_volume_down
can you make it a little quieter,3,audio_volume_down
lower all volume on speakers please,3,audio_volume_down
volume down,3,audio_volume_down
please reduce the speaker volume,3,audio_volume_down
speaker volume decrease,3,audio_volume_down
go silent until three pm,4,audio_volume_mute
please do not talk for thirty minutes,4,audio_volume_mute
silence speakers,4,audio_volume_mute
silently adjust,4,audio_volume_mute
turn off audio,4,audio_volume_mute
set to mute,4,audio_volume_mute
keep quiet,4,audio_volume_mute
please stop for a bit,4,audio_volume_mute
please pause the song,4,audio_volume_mute
off the speakers,4,audio_volume_mute
be silent for thirty minutes,4,audio_volume_mute
can you place the sound on mute,4,audio_volume_mute
stop making sounds for forty minutes,4,audio_volume_mute
mute volume,4,audio_volume_mute
please be silent until i tell you not to be,4,audio_volume_mute
i want to mute the speaker,4,audio_volume_mute
silent mode,4,audio_volume_mute
mute yourself when i am in a meeting,4,audio_volume_mute
please pause yourself,4,audio_volume_mute
please keep quiet for the next hour,4,audio_volume_mute
mute the living room speakers,4,audio_volume_mute
down the speaker volume at the end of level,4,audio_volume_mute
set the speakers to mute,4,audio_volume_mute
please mute the volume control,4,audio_volume_mute
turn on silent mode until my alarm goes off,4,audio_volume_mute
pause the music,4,audio_volume_mute
silent,4,audio_volume_mute
go silent for a day,4,audio_volume_mute
mute for volume,4,audio_volume_mute
set mute mode for one hour,4,audio_volume_mute
can you mute when i am not home,4,audio_volume_mute
mute please,4,audio_volume_mute
please be quiet for another hour,4,audio_volume_mute
set to silent for five minutes,4,audio_volume_mute
silence please,4,audio_volume_mute
stop playing,4,audio_volume_mute
mute the audio,4,audio_volume_mute
mute the settings,4,audio_volume_mute
mute the volume,4,audio_volume_mute
please quiet the speaker,4,audio_volume_mute
silence for two hours,4,audio_volume_mute
please stop talking,4,audio_volume_mute
mute for two hours,4,audio_volume_mute
activate silent,4,audio_volume_mute
mute for fifteen minutes,4,audio_volume_mute
silence,4,audio_volume_mute
do not speak today,4,audio_volume_mute
turn off the sounds,4,audio_volume_mute
mute the speaker please,4,audio_volume_mute
help me to mute my speaker,4,audio_volume_mute
can you mute my speaker,4,audio_volume_mute
google please be extra quiet the baby is sleeping,4,audio_volume_mute
mute enabled until i say so,4,audio_volume_mute
please hold for the next hour,4,audio_volume_mute
disable music player,4,audio_volume_mute
mute the sound,4,audio_volume_mute
set the settings to mute,4,audio_volume_mute
quiet mode on until i am home from work,4,audio_volume_mute
turn the vibrate off from speaker,4,audio_volume_mute
mute sound on speakers please,4,audio_volume_mute
don't speak for an hour,4,audio_volume_mute
set music system to mute,4,audio_volume_mute
stay quiet,4,audio_volume_mute
set volume to zero,4,audio_volume_mute
please mute my speaker,4,audio_volume_mute
speakers off,4,audio_volume_mute
please do not speak,4,audio_volume_mute
quiet on,4,audio_volume_mute
no speaking please,4,audio_volume_mute
i would like to mute the speakers please,4,audio_volume_mute
please mute the sound,4,audio_volume_mute
please shut off,4,audio_volume_mute
from now on mute,4,audio_volume_mute
please unmute yourself,4,audio_volume_mute
mute speakers,4,audio_volume_mute
will you please mute my speakers,4,audio_volume_mute
mute speakers please,4,audio_volume_mute
mute sound,4,audio_volume_mute
quiet,4,audio_volume_mute
sound off,4,audio_volume_mute
silence for certain amount of hours,4,audio_volume_mute
please you don't speak in eight to ten pm,4,audio_volume_mute
mute,4,audio_volume_mute
mute all responses now,4,audio_volume_mute
be mute,4,audio_volume_mute
shut up,4,audio_volume_mute
don't make any sounds,4,audio_volume_mute
turn sound off,4,audio_volume_mute
silent mode on for the next three hours,4,audio_volume_mute
cut off noise,4,audio_volume_mute
touch the mute button,4,audio_volume_mute
get yourself muted,4,audio_volume_mute
be quiet,4,audio_volume_mute
mute yourself until five pm,4,audio_volume_mute
don't speak for a while,4,audio_volume_mute
i've got a meeting by tonight seven pm please mute the music for an hour,4,audio_volume_mute
quiet mode four hours,4,audio_volume_mute
turn down the noise,4,audio_volume_mute
please change the volume to mute,4,audio_volume_mute
mute for the next hour please,4,audio_volume_mute
please mute yourself,4,audio_volume_mute
hey olly mute the speakers,4,audio_volume_mute
mute the speakers,4,audio_volume_mute
goodnight,4,audio_volume_mute
it's quiet time,4,audio_volume_mute
turn off speaker,4,audio_volume_mute
mute yourself until i say otherwise,4,audio_volume_mute
mute audio,4,audio_volume_mute
don't talk until i ask you to,4,audio_volume_mute
please be quiet for the next two hours,4,audio_volume_mute
mute volume now,4,audio_volume_mute
don't respond for fifty seconds,4,audio_volume_mute
do not talk,4,audio_volume_mute
quiet time,4,audio_volume_mute
mute for one hour,4,audio_volume_mute
please be silent,4,audio_volume_mute
please do not respond,4,audio_volume_mute
volume control,4,audio_volume_mute
can you set radio to mute,4,audio_volume_mute
please mute the television for one hour,4,audio_volume_mute
can you please be muted for a while,4,audio_volume_mute
i'm in a meeting please do not speak,4,audio_volume_mute
turn the volume off,4,audio_volume_mute
sound off please,4,audio_volume_mute
i want you to mute,4,audio_volume_mute
do not make any noise until morning alarm,4,audio_volume_mute
mute for twenty minutes,4,audio_volume_mute
stop the audio,4,audio_volume_mute
turn up radio volume,5,audio_volume_up
i can't hear you speak up,5,audio_volume_up
speak louder please,5,audio_volume_up
increase the volume please,5,audio_volume_up
please increase the volume of the current song,5,audio_volume_up
adjust media volume up,5,audio_volume_up
bring back talking after,5,audio_volume_up
unmute my sound,5,audio_volume_up
please increase volume in music player,5,audio_volume_up
raise the volume of the speakers to fifty five percent,5,audio_volume_up
hey turn the volume high,5,audio_volume_up
hello beef up the volume a little bit,5,audio_volume_up
can you speak a little louder,5,audio_volume_up
please raise the volume of speaker,5,audio_volume_up
louder,5,audio_volume_up
i cant hear a thing,5,audio_volume_up
set the volume higher,5,audio_volume_up
i need you to have the volume louder,5,audio_volume_up
turn up the volume of my speakers,5,audio_volume_up
please unmute the settings,5,audio_volume_up
the volume of the music playing now should be raised,5,audio_volume_up
raise the volume of the speakers,5,audio_volume_up
turn my audio higher,5,audio_volume_up
can you increase the volume of the speakers,5,audio_volume_up
raise the volume to fifty,5,audio_volume_up
volume louder softer,5,audio_volume_up
i need to hear the volume of the current music,5,audio_volume_up
please increase the volume,5,audio_volume_up
could you please yell the answer out to me,5,audio_volume_up
please speak loud,5,audio_volume_up
on the music player set the volume level at sixty,5,audio_volume_up
raise speaker volume,5,audio_volume_up
raise the volume of the current music,5,audio_volume_up
turn up volume of music,5,audio_volume_up
raise your volume,5,audio_volume_up
can you turn up the volume on itunes,5,audio_volume_up
louder volume please,5,audio_volume_up
volume louder please,5,audio_volume_up
turn up media volume,5,audio_volume_up
could you speak up,5,audio_volume_up
increase the volume of the speaker,5,audio_volume_up
make the speaker volume on maximum,5,audio_volume_up
i need to hear sound on my speakers,5,audio_volume_up
up the volume the sound is too low,5,audio_volume_up
audio on,5,audio_volume_up
speak louder,5,audio_volume_up
i can't hear you,5,audio_volume_up
turn up your volume,5,audio_volume_up
turn up the volume,5,audio_volume_up
please increase the volume to maximum,5,audio_volume_up
lower my music player volume by fifty percent of its current level,5,audio_volume_up
please turn my speakers on google,5,audio_volume_up
increase the volume,5,audio_volume_up
please turn the volume to the loudest setting,5,audio_volume_up
set the music volume to ninety,5,audio_volume_up
i need a high volume,5,audio_volume_up
make sound louder,5,audio_volume_up
up,5,audio_volume_up
turn the volume up,5,audio_volume_up
i can barely hear you,5,audio_volume_up
please decrease the volume of this song,5,audio_volume_up
speak louder please,5,audio_volume_up
i can't hear you can you say it again louder,5,audio_volume_up
i can't hear just increase the volume,5,audio_volume_up
please turn up the volume to twenty one,5,audio_volume_up
increase volume by two levels,5,audio_volume_up
speaker volume increase,5,audio_volume_up
turn the volume up on music player,5,audio_volume_up
can you turn up the volume,5,audio_volume_up
raise volume,5,audio_volume_up
hey sound is low can you tune it up,5,audio_volume_up
turn up speakers,5,audio_volume_up
increase the volume to seventy percent,5,audio_volume_up
i need the volume to be louder,5,audio_volume_up
increase the volume of the music to ninety,5,audio_volume_up
unmute the speaker now,5,audio_volume_up
please increase volume,5,audio_volume_up
could you speak more softly,5,audio_volume_up
i want volume on my speakers,5,audio_volume_up
raise the volume to sixty,5,audio_volume_up
unmute,5,audio_volume_up
increase the volume so that i can hear it in other room,5,audio_volume_up
turn up music please,5,audio_volume_up
please turn up the speaker volume,5,audio_volume_up
more volume please,5,audio_volume_up
change my music player volume to eighty percent,5,audio_volume_up
i couldn't hear you repeat that louder,5,audio_volume_up
turn up volume,5,audio_volume_up
turn up the volume on the music,5,audio_volume_up
increase the volume a bit,5,audio_volume_up
move the volume up a little,5,audio_volume_up
can you turn the volume up,5,audio_volume_up
please turn up the volume,5,audio_volume_up
play it louder,5,audio_volume_up
change the volume level to nineteen please,5,audio_volume_up
turn the sound up,5,audio_volume_up
i am unable to hear you can you speak little loud,5,audio_volume_up
turn up,5,audio_volume_up
change the speaker volume to sixty five percent,5,audio_volume_up
can you turn up your volume,5,audio_volume_up
increase volume,5,audio_volume_up
please speak up,5,audio_volume_up
get louder,5,audio_volume_up
increase the volume to fifty,5,audio_volume_up
increase volume by one,5,audio_volume_up
unmute after,5,audio_volume_up
could you speak louder,5,audio_volume_up
increase the volume of the left speaker by ten,5,audio_volume_up
can you turn it up a little,5,audio_volume_up
can you speak louder,5,audio_volume_up
louder please,5,audio_volume_up
turn up sound,5,audio_volume_up
i need you to say that last information again but much louder,5,audio_volume_up
