utterance,label,intent
why cannot i take any money out from my bank account,1.0,account_blocked
what was the reason my bank account was frozen,1.0,account_blocked
who froze my bank account,1.0,account_blocked
who can i talk to right away about the current freeze on my account,1.0,account_blocked
my checking account has a hold on it and i need to know why,1.0,account_blocked
why is my bank account stopping all transactions from going through,1.0,account_blocked
i need to know why my bank account is blocking all of activity,1.0,account_blocked
can you find out what triggered a hold on my bank account,1.0,account_blocked
can i talk to someone about why there is a hold on my checking account,1.0,account_blocked
what caused a freeze to be put on my bank account,1.0,account_blocked
"my account has a hold on it and i can't access my funds, why",1.0,account_blocked
is there a reason that my bank account has a freeze on it,1.0,account_blocked
what would cause my bank account to be frozen,1.0,account_blocked
do you know why i can't log into my bank account,1.0,account_blocked
why can't i get into my account,1.0,account_blocked
did i do something to get my bank account frozen,1.0,account_blocked
was my bank account frozen for a specific reason,1.0,account_blocked
why are the funds in my bank account frozen,1.0,account_blocked
what would cause me to be locked out of my bank account,1.0,account_blocked
why am i unable to access my bank account,1.0,account_blocked
why is my bank account frozen,1.0,account_blocked
why would i have been locked out of my own account,1.0,account_blocked
can you explain to me why my bank account might be frozen,1.0,account_blocked
i am very confused about why or how my bank would lock me out of my account,1.0,account_blocked
why would the bank have frozen my account,1.0,account_blocked
do you know why the bank put a hold on my joint checking account,1.0,account_blocked
i don't understand why there is a hold on my retirement fund account,1.0,account_blocked
can you explain why there is a hold on my savings account,1.0,account_blocked
what's the deal with my bank account being locked,1.0,account_blocked
what reason could the bank have had for blocking my account,1.0,account_blocked
why would a hold have been placed on my checking account,1.0,account_blocked
why on earth would a block have been placed on my account,1.0,account_blocked
i'm confused about the reason for my bank account being frozen,1.0,account_blocked
i don't understand why i have been barred from accessing my own account,1.0,account_blocked
i don't understand why my bank account is frozen right now,1.0,account_blocked
how come i am being denied access to my bank account,1.0,account_blocked
do you know why my account appears to be blocked,1.0,account_blocked
i am confused because my account seems to have been blocked for no reason,1.0,account_blocked
i am very confused about the block that seems to have been placed on my account why is it there,1.0,account_blocked
how is it possible that my account has been frozen,1.0,account_blocked
how come a hold was placed on my 401k account,1.0,account_blocked
"could you please tell me, my wells fargo account, is there a hold and why",1.0,account_blocked
"i am unable to complete my order, why could there be a hold on my wells fargo account",1.0,account_blocked
"was a hold placed on my wells fargo account, and if so why",1.0,account_blocked
"in regards to my wells fargo account, why is there a hold",1.0,account_blocked
why was a hold placed on my wells fargo account,1.0,account_blocked
call my bank customer service number,1.0,account_blocked
why is my account locked,1.0,account_blocked
what's with the block on my bank account,1.0,account_blocked
why did my bank account freeze,1.0,account_blocked
why'd they put a freeze on my bank account,1.0,account_blocked
why is my bank account blocking me,1.0,account_blocked
why can't i access my bank account,1.0,account_blocked
i think my account is blocked,1.0,account_blocked
for what reason is my account blocked,1.0,account_blocked
can you tell me why there's a hold on my mutualone account,1.0,account_blocked
why don't i have access to my bank account,1.0,account_blocked
why isn't it letting me into my bank account,1.0,account_blocked
my capital one account has a hold; why,1.0,account_blocked
why does my visa account have a hold on it,1.0,account_blocked
why am i seeing a hold on my charles schwab account,1.0,account_blocked
tell me about the hold on my chase account,1.0,account_blocked
can you tell me why my bank account is frozen,1.0,account_blocked
do you know why my account is blocked,1.0,account_blocked
"help, my account is blocked",1.0,account_blocked
"help me please, my account is blocked",1.0,account_blocked
help me unblock my account,1.0,account_blocked
"my account is blocked, help me figure out why",1.0,account_blocked
wake me up at noon tomorrow,2.0,alarm
set my alarm for getting up,2.0,alarm
make sure my alarm is set for three thirty in the morning,2.0,alarm
please set an alarm for mid day,2.0,alarm
have an alarm set for three in the morning,2.0,alarm
you need to set alarm for me,2.0,alarm
i need you to set alarm for me,2.0,alarm
set the alarm for me,2.0,alarm
can you set alarm for me,2.0,alarm
please set alarm for me,2.0,alarm
make a new alarm for 6 in the morning,2.0,alarm
make a new alarm,2.0,alarm
create an alarm,2.0,alarm
i need an alarm for 6am,2.0,alarm
can you alert me at 6 in the morning,2.0,alarm
i'd like a new alarm set for 6am,2.0,alarm
"set an alarm for 6am, please",2.0,alarm
initiate a new alarm please,2.0,alarm
set up an alarm,2.0,alarm
make up a new alarm,2.0,alarm
i want to make an alarm,2.0,alarm
i would like an alarm set,2.0,alarm
schedule an alarm,2.0,alarm
i need an alarm set,2.0,alarm
i need alarms set for 6am and 615am,2.0,alarm
i need an alarm to go off tomorrow at five fifteen,2.0,alarm
can you set an alarm for seven fifteen for tomorrow,2.0,alarm
set me an alarm for 4pm and another for 5pm,2.0,alarm
set one alarm for 215pm and another for 7pm,2.0,alarm
create an alarm for 9 am and another one for 11 am,2.0,alarm
set the alarm to go off at 9 tomorrow,2.0,alarm
make an alarm for tomorrow at twilight,2.0,alarm
set up two alarms one for 10am and another for 2pm,2.0,alarm
please set up an alarm to go off tomorrow at daybreak,2.0,alarm
could you set one alarm for 8am saturday and one for 9am sunday,2.0,alarm
can i turn on the alarm now,2.0,alarm
how do i set the alarm,2.0,alarm
please turn on the alarm,2.0,alarm
set my alarm for 6am tomorrow,2.0,alarm
set alarm for 6am,2.0,alarm
can you play an alarm at 5pm,2.0,alarm
create alarm 6am,2.0,alarm
set alarm for 5pm,2.0,alarm
make an alarm 6am,2.0,alarm
create an alarm for 6am,2.0,alarm
put in an alarm for 5pm,2.0,alarm
i want an alarm at 5pm,2.0,alarm
set my alarm for 5pm,2.0,alarm
set an alarm,2.0,alarm
create alarm,2.0,alarm
set alarm,2.0,alarm
i need an alarm to wake me up at 8 tomorrow morning,2.0,alarm
i need you to set an alarm for 8am tomorrow,2.0,alarm
please set an alarm for 5 am,2.0,alarm
set an alarm for 9pm please,2.0,alarm
i need an alarm set for 6 in the morning,2.0,alarm
i need an alarm set for 10:00 and another set for 3:00,2.0,alarm
set an alarm for me for 10:00 and another one set for 4:00,2.0,alarm
would you set my alarm for 10:00 and another for 3:00,2.0,alarm
provide assistance by setting an alarm at 8:00 and another for 11:00,2.0,alarm
assist me by setting my alarm for 9:00 and another for 11:00,2.0,alarm
tomorrow i need an alarm at 7 tomorrow,2.0,alarm
"at 9 tomorrow, set off the alarm",2.0,alarm
tomorrow i would like an alarm for 9 tomorrow,2.0,alarm
tomorrow i need the alarm to go off at 5,2.0,alarm
sound the alarm at 6 am tomorrow,2.0,alarm
set reminder for 2 pm,2.0,alarm
wake me up at 6 am,2.0,alarm
ring my phone at 12 pm,2.0,alarm
set alarm for 5 am,2.0,alarm
please set an alarm for 2 pm for me,2.0,alarm
set an alarm for 5 pm,2.0,alarm
can you make an alarm for 7 am,2.0,alarm
set a 5 am alarm please,2.0,alarm
i need an alarm at 8 pm,2.0,alarm
set an alarm to start work and another to stop,2.0,alarm
set an alarm to go to sleep and another to wake up,2.0,alarm
please set a reminder for me,2.0,alarm
set an alarm to work out and another to go home,2.0,alarm
create an alarm for me,2.0,alarm
set an alarm for lunch and another for dinner,2.0,alarm
make an alarm for me,2.0,alarm
set an alarm for my meeting and another for my phone call,2.0,alarm
i want an alarm set up,2.0,alarm
i need an alarm set please,2.0,alarm
have an alarm wake me at 10:30 am,2.0,alarm
i want an alarm to go off at 9 am,2.0,alarm
i need an alarm set for 9 am and another for 11 am,2.0,alarm
i need an alarm set for 5:30 pm,2.0,alarm
i need you to schedule an alarm,2.0,alarm
please create an alarm for 5:45 am and an alarm for 6:15 am,2.0,alarm
would you set up an alarm for me,2.0,alarm
please create one alarm for 330 pm and one for 8 pm,2.0,alarm
please create a new alarm for me,2.0,alarm
i need an alarm to go off at 6 am,2.0,alarm
"please set two alarms, one at 12 pm and the next at 1 pm",2.0,alarm
please create an alarm for 12 noon,2.0,alarm
i need one alarm to go off at 6:30 am and a second alarm set for 8:00 am,2.0,alarm
help me get up at eight thirty in the morning tomorrow,2.0,alarm
i want to be woken up at 9 tomorrow,2.0,alarm
when will my application for my credit card be processed,3.0,application_status
has the discover card approved my app,3.0,application_status
do you know if my amex card app went through,3.0,application_status
have they looked over my app for the new credit card yet,3.0,application_status
has my application for the mastercard card gone through,3.0,application_status
have my app for a new card been processed yet,3.0,application_status
has the application i put in for a new visa been processed,3.0,application_status
has there been any notice that my card app has been looked at,3.0,application_status
has visa gotten back to me regarding my card app,3.0,application_status
see if my form submission for an american express card has been seen,3.0,application_status
do you know if anyone's even looked at the application i sent in for the new visa card,3.0,application_status
has anyone looked at my mastercard application,3.0,application_status
have i gotten confirmation for my credit card app,3.0,application_status
can you check if my application for a discovery card has been looked over yet,3.0,application_status
is there any indication my application for a new credit card has been processed,3.0,application_status
"i put in a credit card application, so what is the status with it currently",3.0,application_status
did my visa card app go through yet,3.0,application_status
did my chase card application go through yet,3.0,application_status
do you know the status of the credit card application i filed,3.0,application_status
has the application for my visa been processed,3.0,application_status
i filed a credit card application so what is going on with it,3.0,application_status
did my american express card application go through yet,3.0,application_status
what is the status of the application for a credit card i put in,3.0,application_status
has the application for my american express been processed yet,3.0,application_status
my credit card application has what status,3.0,application_status
where can i go to see if my credit card application has been processed,3.0,application_status
will i be notified when my application has been processed,3.0,application_status
what is the status of my credit card application,3.0,application_status
how will i know when my application for a credit card has been processed,3.0,application_status
where can i find out the status of my credit card application,3.0,application_status
"tell me if my application has been processed yet, i signed up for a credit card recently",3.0,application_status
can you check and see if my credit card application has been approved or not,3.0,application_status
has my application for a trust bank credit card been mailed out and if so was i approved or not,3.0,application_status
could you check and see if my credit card application has been processed and approved or not,3.0,application_status
i want to know if my application for a credit card at community bank has been approved or not,3.0,application_status
can you find out if my application at smith bank was approved or not  i applied for s credit card a month ago,3.0,application_status
can you tell me if my application for a credit card has been processed yet it was at chase bank,3.0,application_status
was my application approved or not for a credit card at chase bank,3.0,application_status
i want an update on my application for a credit card that i sent in a couple weeks ago,3.0,application_status
i haven't heard if my application for a credit card has been accepted or not can you check on it for me,3.0,application_status
please look into the latest status of my credit card application,3.0,application_status
can you update me on the status of my american express card application,3.0,application_status
"can you find out the latest on my credit card application, i haven't heard an update in some time",3.0,application_status
find out for me if my amex card application was received,3.0,application_status
can you check the status of my credit card application,3.0,application_status
how can i track the progress of my credit card application,3.0,application_status
"has my credit card application been received, or what is its current status",3.0,application_status
i need to know what the latest is with my application for a visa credit card,3.0,application_status
please check the status of my mastercard application,3.0,application_status
do you know what the latest is with my credit card application,3.0,application_status
i would like an update on the progress of my credit card application,3.0,application_status
update me on the status of my credit card application,3.0,application_status
please get me an update on the status of my credit card application,3.0,application_status
has there been any changes in the status of my credit card application,3.0,application_status
please find out the current status of my credit card application,3.0,application_status
i want to be updated on the most recent status of my credit card application,3.0,application_status
tell me the present status of the credit card application i submitted,3.0,application_status
look into the status of the credit card application i submitted recently for my new card,3.0,application_status
look to see if my application for the barclay's card has gone through yet,3.0,application_status
i want to know if my credit card application has been processed yet,3.0,application_status
i need to know if the application been processed,3.0,application_status
tell me straight if it has been processed or not,3.0,application_status
can you tell me when my credit card application will be processed,3.0,application_status
how much longer until my credit card application is checked,3.0,application_status
when will my credit card app be approved,3.0,application_status
has my credit card application gone through,3.0,application_status
check on my credit card application,3.0,application_status
do i have any updates about my credit card application,3.0,application_status
has my credit card application been processed,3.0,application_status
have i received any messages about my credit card application,3.0,application_status
when can i hear the decision on my credit card application,3.0,application_status
my credit card application status,3.0,application_status
"i applied for the credit card, have you processed my application",3.0,application_status
how long to process my credit card application,3.0,application_status
how is my application on new credit card going,3.0,application_status
what is the status of my new credit card application,3.0,application_status
is my application processed for credit card,3.0,application_status
help with credit card application status,3.0,application_status
is my credit card application approved,3.0,application_status
what is the status of my application for the credit card,3.0,application_status
has my credit card application been processed yet,3.0,application_status
what's the current status of the credit card i applied for,3.0,application_status
in what status is my credit card application,3.0,application_status
did the application i put in for a mastercard go through yet,3.0,application_status
has my application for a new credit card been processed,3.0,application_status
has my amex application gone through yet,3.0,application_status
i applied for a visa card; did that go through,3.0,application_status
what status is my card application in,3.0,application_status
did they process the credit card i applied for,3.0,application_status
i applied for a new credit card; did it process yet,3.0,application_status
did discover get my card application yet,3.0,application_status
tell me about my american express application; did it go through,3.0,application_status
tell me a little more about the status of my credit card application,3.0,application_status
tell me the status of my credit card application,3.0,application_status
is the processing done on my new credit card,3.0,application_status
i'm desperate to know about my cc processing,3.0,application_status
have you heard anything back on my cc application,3.0,application_status
is it likely my credit card application has processed yet,3.0,application_status
has my credit card application been approved,3.0,application_status
when will my cc application process,3.0,application_status
is the apr on my credit card good,4.0,apr
how good is the apr on my credit card,4.0,apr
do i have a good apr on my credit card,4.0,apr
does my credit card apr fall into a good range,4.0,apr
tell me how the apr on my hy-vee card is,4.0,apr
what's my apr on my discovery card,4.0,apr
what's an example of a good apr and what do i have,4.0,apr
how much is my apr on my bank of america card,4.0,apr
is my visa card's apr decent,4.0,apr
how good is the apr on my mastercard compared to others,4.0,apr
is the apr rate on my amex pretty good,4.0,apr
can you inform me what my apr is on my visa,4.0,apr
how high is the apr on my mastercard,4.0,apr
how much is my amex's apr,4.0,apr
what's the current apr for my mastercard,4.0,apr
how much do i pay in apr on my amex card,4.0,apr
what is the apr on my master card,4.0,apr
what is the apr on my visa card,4.0,apr
what is the apr on my discover card,4.0,apr
what is the apr on my chase freedom card,4.0,apr
what is the apr on my american express card,4.0,apr
what is the credit card apr exactly,4.0,apr
what is the credit card apr at the moment,4.0,apr
what is the credit card apr if you could fill me in,4.0,apr
what is the credit card apr please,4.0,apr
what is the credit card apr if you could tell me,4.0,apr
could you tell me what is the apr for the credit card,4.0,apr
could you please state the apr for the credit card,4.0,apr
what is the credit card's apr,4.0,apr
what is the apr for the credit card,4.0,apr
could you please tell me the apr for the credit card,4.0,apr
what is the apr rate on my bank of america card,4.0,apr
"i need to know on my citibank card, what is the apr",4.0,apr
i need to know the apr on my credit union visa,4.0,apr
"on my bank of america visa, what is the apr",4.0,apr
what is the apr on my aaa visa card,4.0,apr
review of my card apr,4.0,apr
how good is card apr,4.0,apr
can you give me an appraisal of my card's apr,4.0,apr
tell me the apr on my mastercard,4.0,apr
give me the apr for my mastercard,4.0,apr
fill me in on the apr for my american express card,4.0,apr
would you say that my card's apr is,4.0,apr
give me information about my card's apr,4.0,apr
what is the apr on my barclay's card,4.0,apr
i need to know the apr for my visa card,4.0,apr
can you look into whether my card has good apr or not,4.0,apr
tell me how good the apr is on my card please,4.0,apr
i must know my visa card's apr,4.0,apr
i need the apr on my visa card,4.0,apr
get me the apr on my visa card,4.0,apr
the apr on my visa card is what,4.0,apr
can you tell me the apr on my visa card,4.0,apr
my visa card  what's the apr on that,4.0,apr
"the apr on my disney visa, what is that exactly",4.0,apr
i'd like to know the apr on my visa card,4.0,apr
"hey siri, tell me the apr on my disney visa",4.0,apr
"check the apr on my disney visa, please",4.0,apr
how much is the apr these days on my nordstrom credit card,4.0,apr
"on my wells fargo mastercard, what is the current apr",4.0,apr
tell me the current apr on my visa card from bbt,4.0,apr
what is the apr on my chase visa,4.0,apr
what will the apr on my transferred balance be after the first year on my bank of america credit card,4.0,apr
what's my apr on the credit card i used for a purchase a week ago,4.0,apr
what's my apr on the card i recently used to make a purchase,4.0,apr
what's my apr on my primary credit card,4.0,apr
what's my apr on this card,4.0,apr
what's the apr like for my credit card,4.0,apr
this credit card's apr is what,4.0,apr
what apr do i have with my credit card,4.0,apr
what apr does this credit card have,4.0,apr
what is the apr to my credit card,4.0,apr
i want you to tell me my credit card's apr,4.0,apr
tell me what my credit card's apr is,4.0,apr
would you please inform me about my credit card's apr,4.0,apr
do you know my credit card's apr,4.0,apr
it would be great if you could tell me my credit card's apr,4.0,apr
what is my credit card's annual percentage rate,4.0,apr
tell me my credit card's annual percentage rate,4.0,apr
"my credit card's apr, please",4.0,apr
can you let me know my credit card's apr,4.0,apr
what is my apr for my credit card,4.0,apr
what is my apr,4.0,apr
i want to know my credit card apr,4.0,apr
is my apr for my credit card available,4.0,apr
tell me my credit card apr,4.0,apr
"what's the apr on my visa card, please",4.0,apr
what's the apr on my amex card,4.0,apr
"what's the apr on my amex card, please",4.0,apr
"what is the apr on my amex card, please",4.0,apr
what is the apr on my amex card,4.0,apr
give me my credit card's apr,4.0,apr
what is the apr for my credit card,4.0,apr
please say my credit card's apr,4.0,apr
what is my credit card's apr,4.0,apr
please say the apr for my credit card,4.0,apr
credit card annual rate,4.0,apr
what's the annual rate on my discover card,4.0,apr
tell me the apr of my credit card,4.0,apr
what's the apr of my discover card,4.0,apr
savings account balance at chase bank please,6.0,balance
check chase bank for my checking balance,6.0,balance
what is my checking account balance at chase,6.0,balance
i want my checking balance at chase,6.0,balance
what's my savings balance at chase,6.0,balance
do i have enough money in my chime bank account to take ashley to the movies tuesday,6.0,balance
check my visa account and see if i have enough money for dinner tonight,6.0,balance
is tehre enough in my bluebird account for groceries this week,6.0,balance
do i have enough in my sears account to buy a new dishwasher,6.0,balance
is there enough money in my discover account for a new pair of jeans,6.0,balance
what is the total of my bank accounts,6.0,balance
what is in my bank accounts,6.0,balance
what is the balance on my bank accounts,6.0,balance
what is remaining in my bank acccounts,6.0,balance
how much money is left in my bank accounts,6.0,balance
what amount of money is in my bank accounts,6.0,balance
what is the balance of my bank accounts,6.0,balance
what what kind money is available in my bank accounts,6.0,balance
what is the value of my bank accounts,6.0,balance
how much funds do i have in my bank accounts,6.0,balance
what's my checking account balance,6.0,balance
how much do i have in my checking,6.0,balance
what's the balance of my savings,6.0,balance
how much is in savings,6.0,balance
how much money is in my checking account,6.0,balance
what's the amount of money accumulated in my bank accounts,6.0,balance
what's my current bank savings,6.0,balance
how much total cash do i have in the bank,6.0,balance
what's my current checking balance,6.0,balance
can you tell me my current bank accounts balance,6.0,balance
what's the balance of my bank accounts,6.0,balance
what is my current balance on my home equity line of credit,6.0,balance
please find my balance on my chase mastercard,6.0,balance
can you tell me my checking account balance,6.0,balance
perform a search for my most recent balance on my amex account,6.0,balance
how much is the current balance in my td bank savings account,6.0,balance
what is my balance in checking account,6.0,balance
how much is available in my savings account,6.0,balance
tell me what i have in my money market account,6.0,balance
how much money do i have in my account,6.0,balance
how much is left of mastercard,6.0,balance
what is the available balance in savings,6.0,balance
what is the balance on my visa,6.0,balance
do i have enough money in my chase account for a new refrigerator,6.0,balance
do i have enough money in my charles schwab account to get a new baseball bat,6.0,balance
i'd like to know my bank balance please,6.0,balance
what's the balance on my bank account,6.0,balance
will the money in my capital one account cover a new washing machine,6.0,balance
could you check my bank balance for me,6.0,balance
will the amount in my chase bank account right now cover the cost of a new dryer,6.0,balance
i want to get a new shirt; will the money in my td ameritrade account cover it,6.0,balance
how much do i have in the bank,6.0,balance
what's my bank balance,6.0,balance
what is my bank balance,6.0,balance
is there any money left,6.0,balance
do i have any cash left,6.0,balance
can you tell me how much cash i have,6.0,balance
do i have enough in my boa account for a new pair of skis,6.0,balance
do i have enough in my chase account for new nikes,6.0,balance
can the funds in my wells fargo account cover my lift tickets,6.0,balance
do i have enough to cover new skis in my bank of america account,6.0,balance
do i have enough in my chase account for a plane ticket,6.0,balance
do you know how much i have in checking,6.0,balance
what is my saving's account balance,6.0,balance
what's the balance in my checking,6.0,balance
how much do i have in savings,6.0,balance
could you tell me what my checking account balance is,6.0,balance
what's my total net worth in all of my bank accounts,6.0,balance
what's my account balance,6.0,balance
i want to view my balance,6.0,balance
check my bank balance,6.0,balance
how much money do i have in all of my accounts,6.0,balance
how much money do i have in all of my accounts combined,6.0,balance
what's my checking balance,6.0,balance
how much money do i have total,6.0,balance
what's the total of my bank accounts,6.0,balance
how much money do i have in checking,6.0,balance
i wish to know the balance of my bank of american account,6.0,balance
what is the balance of my bank of american account,6.0,balance
i need to know my bank balance,6.0,balance
i wanna know the balance of my bank of american account,6.0,balance
i'd like to know the balance of my bank of american account,6.0,balance
i wish to know the balance of my bank of american account now,6.0,balance
please tell me my bank balance,6.0,balance
i wanna know my bank balance,6.0,balance
please let me know what my current bank balance is,6.0,balance
what is status of my bank account,6.0,balance
what is my balance,6.0,balance
what is the balance of my bank account,6.0,balance
what is is the details of my bank account,6.0,balance
is there enough money in my discover account for a vacation,6.0,balance
is there enough money in my account for expenses,6.0,balance
do i have enough money in my first hawaiian bank account for a vacation,6.0,balance
is there enough money in my bank of hawaii for vacation,6.0,balance
is there enough money in my discover account for airplane tickets,6.0,balance
what is my savings account balance,6.0,balance
what is my savings balance,6.0,balance
what is my money market account balance,6.0,balance
what is my bank balance for all accounts,6.0,balance
tell me my payroll account balance,6.0,balance
the bill for water and electricity is how much,7.0,bill_balance
what's my bill for water and electricity,7.0,bill_balance
"for my water and electricity, how much is the bill",7.0,bill_balance
how much is the bill for my water and electricity,7.0,bill_balance
my water and electricity bill is how much,7.0,bill_balance
what is the total amount that i owe to sony and verizon,7.0,bill_balance
please tell me how much i owe sprint and how much i owe hsn,7.0,bill_balance
tell me how much my verizon and comcast bill come to together,7.0,bill_balance
how much in total do i need to pay cox and at&t,7.0,bill_balance
please let me know how much my bills for comcast and sprint total,7.0,bill_balance
what do my bills add up to,7.0,bill_balance
how much do i owe in bills,7.0,bill_balance
what's the balance on my bills,7.0,bill_balance
read my bill balances,7.0,bill_balance
how much are my bills,7.0,bill_balance
find out what my water bill costs please,7.0,bill_balance
how much is my electricity bill costing me,7.0,bill_balance
find out the cost of my bill payments,7.0,bill_balance
let me know the amounts i owe for my utilities and tuition bills,7.0,bill_balance
how much money do i need to spend on bill payments,7.0,bill_balance
can you tell me what i owe for this month's phone bill,7.0,bill_balance
tell me the sum total of my water and electricity bills,7.0,bill_balance
